IQ,edu_length,anypsyc,P06,P15,P18,P19,P70,P71,P72,P73,P74,P75,P76,P77,P78,P79,P80,P81,P82,P85,P86,P98,P99,edu_length_mor,edu_length_far,comb_income
3.323039162403727,1.2079303908058716,-0.0868667955727884,-0.024536499036709774,-0.010272092029391626,-0.006289825762852525,-0.020460855531152865,-5.35535598644491e-5,-9.814954883963526e-4,-0.005986595988339676,-0.0016311824952348472,-0.022580537518982324,-0.0010352779467876615,-0.03801625568529341,-0.005319580005453731,-1.9071171685885807e-4,-0.008047949646150611,-0.006533253636849274,-0.013909946240059368,-0.004075923174556227,-0.0022111396149656357,-6.718322079531661e-5,-0.004540660225616892,-0.01069115377405502,0.8282205894421196,0.9934984658831525,5.535618797563165
1.2079303908058716,3.22201370302952,-0.08710662747910404,-0.025349571841058936,-0.010019692543760266,-0.006576986170538668,-0.024725548728361847,-1.1764580796761982e-5,-8.45707931939683e-4,-0.005473989472884354,-0.0037406958962012877,-0.02156245048652982,-5.466216535118444e-4,-0.040719974711257344,-0.004168508981986885,-4.8819109500345846e-4,-0.00814733075642341,-0.006899925848646446,-0.013595537012422866,-0.003584760510491716,1.7244313655752846e-4,-1.2196480325887093e-5,-0.0035550056298218895,-0.009400215154396433,0.7653070474882318,0.8944091256695779,5.8887230716270365
-0.0868667955727884,-0.08710662747910404,0.15623224206418304,0.05418012669105971,0.00929495699119968,0.004040642131524688,0.014866010831147948,6.216372510037988e-5,6.956416856471081e-4,0.006106845946765887,0.006781766390712869,0.029104464056520715,0.002412544569371882,0.0729594920261459,0.0038067881180518484,0.0032798765433914817,0.0109792979236814,0.007216912466415557,0.011162828921596772,0.004014000535053091,5.180310425031654e-4,1.1248674065783059e-4,0.0041708899364969205,0.011831829010772284,-0.02523150735869051,-0.02977863224545872,-0.09866179423224238
-0.024536499036709774,-0.025349571841058936,0.05418012669105971,0.06268675474260567,0.0021442072536901865,0.001645903020297751,0.003126474666272276,5.8333736008833705e-6,1.2192719050841814e-4,8.090968535195567e-4,0.0015238936883956004,0.005787551281208802,2.909073251761305e-4,0.012845980859763451,0.0010705819888701834,4.132099152003605e-4,0.0019046721106275033,0.0013737993201684646,0.002300603254039442,0.0010129210357686463,4.493975468492556e-5,2.3668814096011877e-5,8.676624943790348e-4,0.002498185013915522,-0.007221211657717398,-0.008602217419097362,0.05919777040965926
-0.010272092029391626,-0.010019692543760266,0.00929495699119968,0.0021442072536901865,0.011396192890811991,7.573335392452133e-4,0.002005114695858143,6.454428865350615e-6,7.817277671366053e-5,5.001414612174212e-4,6.447010121058755e-4,0.0026386474173340406,4.627729914233899e-5,0.0039575075050375845,9.956659910199347e-4,2.2859182790922826e-5,7.645882838563124e-4,7.119121660979461e-4,8.243825135283396e-4,2.3266256556621868e-4,2.930896061723898e-5,-1.6085854423076551e-6,6.673503588893441e-4,0.0012774488538930934,-0.003232227241659045,-0.0037998759730203994,-0.03289756489468277
-0.006289825762852525,-0.006576986170538668,0.004040642131524688,0.001645903020297751,7.573335392452133e-4,0.004986740921052195,0.002639324312029464,-3.864406780401339e-7,9.113953651002351e-5,3.65922922668085e-4,3.066519011842553e-4,0.002040445808335981,7.312302904309086e-5,0.0018008663388491117,4.4263999157031185e-4,1.6408056837350247e-6,4.494557859467325e-4,4.324560360565607e-4,7.604086849233667e-4,2.5776725652172346e-4,4.123044994537062e-6,1.0315802359425076e-5,5.57870696964498e-4,9.985815184309326e-4,-0.0023422333293474204,-0.002505677312030462,-0.0136866052869261
-0.020460855531152865,-0.024725548728361847,0.014866010831147948,0.003126474666272276,0.002005114695858143,0.002639324312029464,0.018099232950278467,-1.4217619671190917e-006,1.4564425407893574e-4,0.0013657225280002462,9.574152123804229e-4,0.004232381701047625,6.965962271509844e-5,0.0049220124916967275,0.0011796677414919927,2.0906622679150274e-6,0.0011735062471981785,0.0012118247018259628,0.003071245114602685,6.425331965150795e-4,2.4868903498365228e-5,8.442363836329854e-6,0.0017477959208308021,0.002692446740797322,-0.006676196513531879,-0.0073770900580878455,-0.03721941103019928
-5.35535598644491e-5,-1.1764580796761982e-5,6.216372510037988e-5,5.8333736008833705e-6,6.454428865350615e-6,-3.864406780401339e-7,-1.4217619671190917e-006,7.709958652995042e-5,1.0948545887205126e-5,-5.840491712797032e-7,-6.48597504314979e-7,8.231570658522946e-6,-2.3073197992872515e-7,2.239580449036136e-5,-3.640752468568589e-7,3.3580097390888874e-6,-1.0500428387185775e-6,2.981477796383109e-6,2.604096533505828e-6,-3.838927175255833e-7,3.622148312430607e-6,-1.0758055505879172e-8,3.2727946152133704e-6,1.7226882370327883e-5,-3.9197662780571654e-5,-4.267247426515294e-5,3.312421467787282e-5
-9.814954883963526e-4,-8.45707931939683e-4,6.956416856471081e-4,1.2192719050841814e-4,7.817277671366053e-5,9.113953651002351e-5,1.4564425407893574e-4,1.0948545887205126e-5,8.621031141617341e-4,1.2931681525151683e-4,3.680218893999003e-5,1.891527694621295e-4,1.944815120684065e-5,2.303379897380495e-4,5.834458843324763e-5,1.614382389510032e-7,3.965320846177367e-5,7.305339827029919e-5,5.414355427692942e-5,3.976436155406171e-5,2.147573460042994e-5,-1.2038776399436267e-7,9.834352412991889e-5,1.6725001555324305e-4,-2.2708111650573338e-4,-2.3938985538825917e-4,-0.003053963835297569
-0.005986595988339676,-0.005473989472884354,0.006106845946765887,8.090968535195567e-4,5.001414612174212e-4,3.65922922668085e-4,0.0013657225280002462,-5.840491712797032e-7,1.2931681525151683e-4,0.00751732469540638,5.935158826492473e-4,8.537631810343449e-4,8.381239746525764e-5,9.300654311797828e-4,3.607766760485033e-4,-1.2457086805817127e-5,3.7049405820009716e-4,6.518463022650311e-4,2.806491148130986e-4,6.876617833848077e-5,6.856676335471766e-5,-1.0568508813632778e-6,0.0023217110307865167,0.0021799717755996754,1.790656499292044e-4,4.143372731372317e-4,0.002890037721863829
-0.0016311824952348472,-0.0037406958962012877,0.006781766390712869,0.0015238936883956004,6.447010121058755e-4,3.066519011842553e-4,9.574152123804229e-4,-6.48597504314979e-7,3.680218893999003e-5,5.935158826492473e-4,0.008341087447872403,0.0013192206847820829,1.0700915132117718e-4,0.0034355066726463853,5.110349226249319e-4,5.0227675997879444e-5,4.472142008324675e-4,6.333374722053435e-4,8.455137207271303e-4,2.3716772375030262e-4,2.7640248699297057e-5,1.3513115329553984e-5,6.724621338949811e-4,0.001168985855176103,2.7224865077189704e-4,5.710275427040094e-4,7.103584494349738e-5
-0.022580537518982324,-0.02156245048652982,0.029104464056520715,0.005787551281208802,0.0026386474173340406,0.002040445808335981,0.004232381701047625,8.231570658522946e-6,1.891527694621295e-4,8.537631810343449e-4,0.0013192206847820829,0.03479686496085654,7.181041819928446e-4,0.011383143639108806,0.0012504882365875604,1.8358923701288307e-4,0.0034334186796704403,0.0017440108783019922,0.0021768254353210993,0.0010612969780922615,6.492473016525541e-5,2.8008408771740713e-5,9.588079491677088e-4,0.0024993520472375488,-0.00845448953997478,-0.00835112204436743,-0.044684227571022174
-0.0010352779467876615,-5.466216535118444e-4,0.002412544569371882,2.909073251761305e-4,4.627729914233899e-5,7.312302904309086e-5,6.965962271509844e-5,-2.3073197992872515e-7,1.944815120684065e-5,8.381239746525764e-5,1.0700915132117718e-4,7.181041819928446e-4,0.002983474372849806,6.361054875319511e-4,6.297594480980129e-5,6.860336500972815e-5,1.7587816480677397e-4,1.824995592328272e-4,9.441973234387426e-5,8.790868213375528e-5,9.092309467901206e-6,6.925868966905242e-6,7.263959060895465e-5,2.13102452390735e-4,-4.2935136639148976e-4,-2.786893826643224e-4,-0.0017666900995854566
-0.03801625568529341,-0.040719974711257344,0.0729594920261459,0.012845980859763451,0.0039575075050375845,0.0018008663388491117,0.0049220124916967275,2.239580449036136e-5,2.303379897380495e-4,9.300654311797828e-4,0.0034355066726463853,0.011383143639108806,6.361054875319511e-4,0.08230666167591588,0.002811129352993995,8.104547277359976e-4,0.004018119266040408,0.003647352683915444,0.0038836958930357456,0.0019543961667262263,8.137653373207534e-5,6.080746863664833e-5,0.0012832245276474061,0.0046163744496156385,-0.014697696523050944,-0.015870434674744794,-0.15594686200683333
-0.005319580005453731,-0.004168508981986885,0.0038067881180518484,0.0010705819888701834,9.956659910199347e-4,4.4263999157031185e-4,0.0011796677414919927,-3.640752468568589e-7,5.834458843324763e-5,3.607766760485033e-4,5.110349226249319e-4,0.0012504882365875604,6.297594480980129e-5,0.002811129352993995,0.004699500623344859,1.0164232411990787e-5,3.3224011146153236e-4,6.369956155155165e-4,5.074064381143963e-4,2.5921142436384335e-4,3.0011267511447928e-5,6.684581150559106e-6,5.189826990147152e-4,9.294045657174373e-4,-0.0017595925331311754,-0.001821669155729522,-0.01254133452705472
-1.9071171685885807e-4,-4.8819109500345846e-4,0.0032798765433914817,4.132099152003605e-4,2.2859182790922826e-5,1.6408056837350247e-6,2.0906622679150274e-6,3.3580097390888874e-6,1.614382389510032e-7,-1.2457086805817127e-5,5.0227675997879444e-5,1.8358923701288307e-4,6.860336500972815e-5,8.104547277359976e-4,1.0164232411990787e-5,0.004051684250924764,7.677865135529739e-5,4.068851626958003e-5,6.850915787705265e-5,3.114877684656015e-5,4.729365228092119e-6,-5.676155000244833e-7,4.65525867280907e-6,1.1286533523523823e-4,-4.728806024906139e-4,-2.892239186710948e-4,-0.010955833094720539
-0.008047949646150611,-0.00814733075642341,0.0109792979236814,0.0019046721106275033,7.645882838563124e-4,4.494557859467325e-4,0.0011735062471981785,-1.0500428387185775e-6,3.965320846177367e-5,3.7049405820009716e-4,4.472142008324675e-4,0.0034334186796704403,1.7587816480677397e-4,0.004018119266040408,3.3224011146153236e-4,7.677865135529739e-5,0.013432848021447188,9.869460073376958e-4,7.734256085349401e-4,4.2053226839336433e-4,3.898163886901001e-5,1.6458382427830828e-5,3.517917044727558e-4,9.897700508330813e-4,-0.003017247805170538,-0.003529906749294859,0.005484771632905583
-0.006533253636849274,-0.006899925848646446,0.007216912466415557,0.0013737993201684646,7.119121660979461e-4,4.324560360565607e-4,0.0012118247018259628,2.981477796383109e-6,7.305339827029919e-5,6.518463022650311e-4,6.333374722053435e-4,0.0017440108783019922,1.824995592328272e-4,0.003647352683915444,6.369956155155165e-4,4.068851626958003e-5,9.869460073376958e-4,0.008871454488391247,9.849082321020492e-4,3.9970661423723204e-4,4.932359489720865e-5,2.8124576897422517e-5,6.256095484085285e-4,0.0014584718632671047,-0.002322644325804835,-0.0022648189416218326,-0.015118201006541546
-0.013909946240059368,-0.013595537012422866,0.011162828921596772,0.002300603254039442,8.243825135283396e-4,7.604086849233667e-4,0.003071245114602685,2.604096533505828e-6,5.414355427692942e-5,2.806491148130986e-4,8.455137207271303e-4,0.0021768254353210993,9.441973234387426e-5,0.0038836958930357456,5.074064381143963e-4,6.850915787705265e-5,7.734256085349401e-4,9.849082321020492e-4,0.013654240849807361,4.15727178857283e-4,4.250705905079546e-5,1.7398525932609617e-6,4.644364591263057e-4,0.0015885866889667596,-0.003095907633299379,-0.004451600256287454,0.006740723492231415
